# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 31 13:32:08 2019
#
# User preference: *
#
# CONSTRAINT:  where (pl_bmassjstr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_dist:        Distance [pc]
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_name,pl_discmethod,pl_bmassj,pl_radj,st_dist,rowupdate,pl_facility
942,HU Aqr AB b,Eclipse Timing Variations,5.90000,,192.20,2019-10-24,Yunnan Astronomical Observatory
943,HU Aqr AB c,Eclipse Timing Variations,4.50000,,192.20,2019-10-24,Yunnan Astronomical Observatory
944,HW Vir b,Eclipse Timing Variations,14.48228,,181.00,2019-10-24,McDonald Observatory
945,IC 4651 9122 b,Radial Velocity,6.30000,,879.38,2018-07-19,La Silla Observatory
946,K2-10 b,Transit,0.08495,0.343,274.48,2016-02-11,K2
956,K2-111 b,Transit,0.02706,0.170,201.51,2017-05-10,K2
979,K2-132 b,Transit,0.49000,1.300,620.41,2017-10-19,K2
987,K2-137 b,Transit,0.50000,0.079,99.15,2017-11-16,K2
996,K2-141 b,Transit,0.01598,0.135,61.98,2018-01-18,K2
997,K2-141 c,Transit,0.02328,0.624,61.98,2018-01-18,K2
998,K2-146 b,Transit,0.01816,0.183,79.31,2019-08-15,K2
999,K2-146 c,Transit,0.02358,0.195,79.31,2019-08-15,K2
1047,K2-18 b,Transit,0.02807,0.211,38.07,2019-03-21,K2
1048,K2-18 c,Radial Velocity,0.02363,,38.07,2017-12-21,La Silla Observatory
1103,K2-216 b,Transit,0.02517,0.156,115.84,2018-11-01,K2
1109,K2-22 b,Transit,1.40000,0.223,245.53,2015-10-15,K2
1125,K2-232 b,Transit,0.39800,1.000,131.21,2018-04-05,K2
1129,K2-237 b,Transit,1.23600,1.642,309.50,2019-05-23,Paranal Observatory
1130,K2-238 b,Transit,0.86000,1.300,453.00,2018-06-21,Paranal Observatory
1134,K2-24 b,Transit,0.05978,0.482,171.39,2018-12-13,K2
1135,K2-24 c,Transit,0.04845,0.669,171.39,2018-12-13,K2
1162,K2-260 b,Transit,1.42000,1.552,676.32,2018-08-16,K2
1163,K2-261 b,Transit,0.22300,0.850,214.58,2018-08-16,K2
1164,K2-263 b,Transit,0.04657,0.215,163.23,2018-09-27,K2
1167,K2-265 b,Transit,0.02058,0.153,139.22,2018-10-04,K2
1168,K2-266 b,Transit,0.03545,0.294,77.16,2018-10-26,K2
1169,K2-266 c,Transit,0.00091,0.063,77.16,2018-10-26,K2
1170,K2-266 d,Transit,0.02800,0.261,77.16,2019-07-25,K2
1171,K2-266 e,Transit,0.04499,0.244,77.16,2019-07-25,K2
1175,K2-27 b,Transit,0.09722,0.400,251.43,2017-02-09,K2
1194,K2-285 b,Transit,0.03046,0.231,155.65,2018-12-13,K2
1195,K2-285 c,Transit,0.04933,0.315,155.65,2018-12-13,K2
1196,K2-285 d,Transit,0.02045,0.221,155.65,2018-12-13,K2
1197,K2-285 e,Transit,0.03367,0.174,155.65,2018-12-13,K2
1199,K2-287 b,Transit,0.31500,0.847,159.05,2019-01-10,Kepler
1202,K2-29 b,Transit,0.73000,1.190,179.39,2016-03-24,K2
1203,K2-290 b,Transit,0.03430,0.273,274.99,2019-01-24,Kepler
1204,K2-290 c,Transit,0.77400,1.006,274.99,2019-01-24,Kepler
1205,K2-291 b,Transit,0.02042,0.142,90.29,2019-01-24,Kepler
1208,K2-295 b,Transit,0.33500,0.897,225.70,2019-05-23,K2
1212,K2-30 b,Transit,0.57900,1.039,336.26,2016-04-14,K2
1214,K2-31 b,Transit,1.77400,1.060,110.87,2016-12-01,K2
1219,K2-33 b,Transit,3.70000,0.450,139.80,2016-06-23,K2
1223,K2-36 b,Transit,0.01227,0.128,110.09,2019-08-15,K2
1224,K2-36 c,Transit,0.02454,0.285,110.09,2019-08-15,K2
1228,K2-38 b,Transit,0.06000,0.170,193.71,2018-04-26,K2
1229,K2-38 c,Transit,0.03115,0.216,193.71,2016-07-07,K2
1230,K2-39 b,Transit,0.09000,0.560,310.14,2018-04-26,K2
1255,K2-60 b,Transit,0.42600,0.683,498.70,2017-02-02,K2
1263,K2-66 b,Transit,0.06702,0.222,520.43,2019-07-25,K2
1277,K2-77 b,Transit,1.90000,0.205,142.31,2016-09-29,K2
1302,KELT-1 b,Transit,27.23000,1.110,262.00,2014-05-14,KELT
1303,KELT-10 b,Transit,0.67900,1.399,183.00,2016-04-28,KELT-South
1304,KELT-11 b,Transit,0.17100,1.350,99.44,2019-01-10,KELT-South
1305,KELT-12 b,Transit,0.95000,1.780,360.00,2017-04-27,KELT-North
1306,KELT-14 b,Transit,1.28400,1.743,266.00,2016-06-03,KELT-South
1307,KELT-15 b,Transit,1.31000,1.740,327.74,2018-04-26,KELT-South
1308,KELT-16 b,Transit,2.75000,1.415,450.28,2017-02-09,KELT
1309,KELT-17 b,Transit,1.31000,1.525,210.00,2016-09-08,KELT
1310,KELT-18 b,Transit,1.18000,1.570,311.00,2017-04-27,KELT-North
1311,KELT-19 A b,Transit,4.07000,1.910,302.80,2018-01-11,KELT
1312,KELT-2 A b,Transit,1.70000,1.350,134.57,2018-04-26,KELT
1313,KELT-20 b,Transit,3.38200,1.741,139.70,2017-11-02,KELT-North
1314,KELT-21 b,Transit,3.91000,1.586,415.00,2018-02-01,KELT-North
1315,KELT-23 A b,Transit,0.93800,1.323,125.42,2019-06-13,KELT-North
1316,KELT-24 b,Transit,5.18000,1.272,96.03,2019-09-12,KELT-North
1317,KELT-3 b,Transit,1.94000,1.560,211.35,2018-04-26,KELT
1318,KELT-4 A b,Transit,0.90200,1.699,210.00,2016-02-25,KELT
1319,KELT-6 b,Transit,0.52000,1.300,242.39,2018-04-26,KELT
1320,KELT-6 c,Radial Velocity,3.71000,,242.39,2015-09-03,Multiple Observatories
1321,KELT-7 b,Transit,1.39000,1.600,137.21,2018-04-26,KELT
1322,KELT-8 b,Transit,0.66000,1.620,198.70,2018-04-26,KELT
1323,KELT-9 b,Transit,2.88000,1.891,205.65,2017-06-05,KELT-North
1331,KIC 7917485 b,Pulsation Timing Variations,11.80000,,1439.31,2016-08-18,Kepler
1335,KMT-2016-BLG-0212L b,Microlensing,18.00000,,6300.00,2019-09-12,KMTNet
1336,KMT-2016-BLG-1107L b,Microlensing,3.28300,,6651.00,2019-02-21,KMTNet
1337,KMT-2016-BLG-1397L b,Microlensing,7.00000,,6600.00,2018-11-08,KMTNet
1338,KMT-2016-BLG-1820L b,Microlensing,4.57000,,6260.00,2018-11-08,KMTNet
1339,KMT-2016-BLG-2142L b,Microlensing,15.49000,,7010.00,2018-11-08,KMTNet
1340,KMT-2017-BLG-0165L b,Microlensing,0.10698,,4530.00,2019-07-25,KMTNet
1341,KMT-2017-BLG-1038L b,Microlensing,2.00000,,6000.00,2019-03-14,KMTNet
1342,KMT-2017-BLG-1146L b,Microlensing,0.71000,,6500.00,2019-03-14,KMTNet
1343,KOI-12 b,Transit,5.32000,1.540,403.99,2018-04-26,Kepler
1344,KOI-1257 b,Transit,1.45000,0.940,900.00,2014-06-25,Kepler
1345,KOI-13 b,Transit,9.28000,1.512,415.00,2015-10-15,Kepler
1346,KOI-142 b,Transit,0.02700,0.337,339.00,2014-05-14,Kepler
1347,KOI-142 c,Transit Timing Variations,0.62600,,339.00,2014-05-14,Kepler
1348,KOI-1599.01,Transit,0.01447,0.170,1168.99,2019-05-23,Kepler
1349,KOI-1599.02,Transit,0.02832,0.170,1168.99,2019-05-23,Kepler
1358,KOI-3680 b,Transit,1.93000,0.990,946.59,2018-12-06,Kepler
1359,KOI-55 b,Orbital Brightness Modulation,0.00140,0.068,1180.00,2014-05-14,Kepler
1360,KOI-55 c,Orbital Brightness Modulation,0.00210,0.077,1180.00,2014-05-14,Kepler
1361,KOI-94 b,Transit,0.03300,0.153,483.65,2014-05-14,Kepler
1362,KOI-94 c,Transit,0.04900,0.385,483.65,2014-05-14,Kepler
1363,KOI-94 d,Transit,0.33400,1.005,483.65,2014-05-14,Kepler
1364,KOI-94 e,Transit,0.11000,0.585,483.65,2014-05-14,Kepler
1365,KPS-1 b,Transit,1.09000,1.030,264.69,2018-04-26,Acton Sky Portal Observatory
1366,Kapteyn c,Radial Velocity,0.02200,,3.93,2014-06-04,Multiple Observatories
1367,Kepler-10 b,Transit,0.01450,0.132,186.50,2015-10-15,Kepler
1368,Kepler-10 c,Transit,0.05400,0.210,186.50,2014-06-02,Kepler
1369,Kepler-100 b,Transit,0.02300,0.118,307.34,2014-05-14,Kepler
1370,Kepler-100 c,Transit,0.02218,0.196,307.34,2016-10-13,Kepler
1371,Kepler-100 d,Transit,0.00944,0.144,307.34,2016-10-13,Kepler
1382,Kepler-101 b,Transit,0.16000,0.510,953.44,2014-09-25,Kepler
1383,Kepler-101 c,Transit,0.01000,0.112,953.44,2014-09-25,Kepler
1395,Kepler-102 b,Transit,0.01353,0.042,108.13,2016-10-13,Kepler
1396,Kepler-102 c,Transit,0.00944,0.052,108.13,2016-10-13,Kepler
1397,Kepler-102 d,Transit,0.01200,0.105,108.13,2014-05-14,Kepler
1398,Kepler-102 e,Transit,0.02800,0.198,108.13,2014-05-14,Kepler
1399,Kepler-102 f,Transit,0.01636,0.079,108.13,2016-10-13,Kepler
1410,Kepler-103 b,Transit,0.03100,0.301,501.93,2014-05-14,Kepler
1411,Kepler-103 c,Transit,0.11400,0.459,501.93,2014-05-14,Kepler
1437,Kepler-105 c,Transit,0.01447,0.117,465.33,2016-04-07,Kepler
1449,Kepler-106 b,Transit,0.01668,0.073,449.98,2016-10-13,Kepler
1450,Kepler-106 c,Transit,0.03300,0.223,449.98,2014-05-14,Kepler
1451,Kepler-106 d,Transit,0.02549,0.085,449.98,2016-10-13,Kepler
1452,Kepler-106 e,Transit,0.03500,0.228,449.98,2014-05-14,Kepler
1464,Kepler-107 b,Transit,0.01104,0.137,525.50,2019-07-11,Kepler
1465,Kepler-107 c,Transit,0.02954,0.142,525.50,2019-07-11,Kepler
1466,Kepler-107 d,Transit,0.01196,0.077,525.50,2019-07-11,Kepler
1467,Kepler-107 e,Transit,0.02706,0.259,525.50,2019-07-11,Kepler
1492,Kepler-109 b,Transit,0.02297,0.211,481.40,2016-10-13,Kepler
1493,Kepler-109 c,Transit,0.06859,0.225,481.40,2016-10-13,Kepler
1505,Kepler-11 b,Transit,0.00600,0.161,658.59,2014-05-14,Kepler
1506,Kepler-11 c,Transit,0.00900,0.256,658.59,2014-05-14,Kepler
1507,Kepler-11 d,Transit,0.02300,0.278,658.59,2014-05-14,Kepler
1508,Kepler-11 e,Transit,0.02500,0.374,658.59,2014-05-14,Kepler
1509,Kepler-11 f,Transit,0.00600,0.222,658.59,2014-05-14,Kepler
1510,Kepler-11 g,Transit,0.07900,0.297,658.59,2014-05-14,Kepler
1548,Kepler-113 b,Transit,0.03700,0.162,264.35,2014-05-14,Kepler
1549,Kepler-113 c,Transit,0.02737,0.194,264.35,2016-10-13,Kepler
1561,Kepler-114 c,Transit,0.00900,0.143,261.49,2014-05-14,Kepler
1562,Kepler-114 d,Transit,0.01200,0.226,261.49,2014-05-14,Kepler
1599,Kepler-117 b,Transit,0.09400,0.719,1430.00,2014-11-19,Kepler
1600,Kepler-117 c,Transit,1.84000,1.101,1430.00,2014-11-19,Kepler
1635,Kepler-12 b,Transit,0.43200,1.754,904.40,2015-10-15,Kepler
1664,Kepler-122 f,Transit Timing Variations,0.11300,0.156,1058.58,2014-05-28,Kepler
1741,Kepler-128 b,Transit,0.00242,0.128,400.93,2016-09-15,Kepler
1742,Kepler-128 c,Transit,0.00283,0.120,400.93,2016-09-15,Kepler
1778,Kepler-131 b,Transit,0.05100,0.215,230.19,2014-05-14,Kepler
1779,Kepler-131 c,Transit,0.02600,0.075,230.19,2014-05-14,Kepler
1871,Kepler-138 b,Transit,0.00021,0.047,66.99,2015-06-17,Kepler
1872,Kepler-138 c,Transit,0.00620,0.107,66.99,2015-06-17,Kepler
1873,Kepler-138 d,Transit,0.00201,0.108,66.99,2015-06-17,Kepler
1900,Kepler-14 b,Transit,8.40000,1.136,980.00,2014-05-14,Kepler
1962,Kepler-145 b,Transit,0.11700,0.236,576.15,2014-05-14,Kepler
1963,Kepler-145 c,Transit,0.25000,0.385,576.15,2014-05-14,Kepler
2026,Kepler-15 b,Transit,0.66000,0.960,755.38,2014-05-14,Kepler
2158,Kepler-16 b,Transit,0.33300,0.754,75.25,2014-05-14,Kepler
2219,Kepler-1647 b,Transit,1.51968,1.059,1256.00,2016-05-19,Kepler
2227,Kepler-1654 b,Transit,0.50000,0.819,577.60,2018-03-08,Kepler
2228,Kepler-1655 b,Transit,0.01573,0.197,214.58,2018-04-05,Kepler
2229,Kepler-1656 b,Transit,0.15291,0.448,186.88,2018-10-04,Kepler
2230,Kepler-1658 b,Transit,5.88000,1.070,806.07,2019-03-14,Kepler
2245,Kepler-17 b,Transit,2.45000,1.310,800.00,2014-05-14,Kepler
2266,Kepler-177 b,Transit,0.00600,0.259,1497.42,2014-05-14,Kepler
2267,Kepler-177 c,Transit,0.02400,0.633,1497.42,2014-05-14,Kepler
2273,Kepler-18 b,Transit,0.02200,0.178,438.51,2014-05-14,Kepler
2274,Kepler-18 c,Transit,0.05400,0.490,438.51,2019-03-05,Kepler
2275,Kepler-18 d,Transit,0.05200,0.623,438.51,2014-05-14,Kepler
2300,Kepler-19 b,Transit,0.02643,,219.95,2017-04-13,Kepler
2301,Kepler-19 c,Transit Timing Variations,0.04122,,219.95,2017-04-13,Kepler
2302,Kepler-19 d,Radial Velocity,0.07079,,219.95,2017-04-13,Roque de los Muchachos Observatory
2329,Kepler-20 b,Transit,0.03052,0.167,284.88,2017-03-30,Kepler
2330,Kepler-20 c,Transit,0.04012,0.272,284.88,2017-03-30,Kepler
2331,Kepler-20 d,Transit,0.03168,0.245,284.88,2017-03-30,Kepler
2334,Kepler-20 g,Radial Velocity,0.06280,,284.88,2017-03-30,Multiple Observatories
2360,Kepler-21 b,Transit,0.01598,0.146,108.86,2016-10-06,Kepler
2386,Kepler-22 b,Transit,0.11300,0.212,190.00,2014-05-14,Kepler
2398,Kepler-223 b,Transit,0.02328,0.267,1960.49,2016-08-04,Kepler
2399,Kepler-223 c,Transit,0.01605,0.307,1960.49,2016-08-04,Kepler
2400,Kepler-223 d,Transit,0.02517,0.467,1960.49,2016-08-04,Kepler
2401,Kepler-223 e,Transit,0.01510,0.410,1960.49,2016-08-04,Kepler
2419,Kepler-23 b,Transit,0.80000,0.170,856.34,2014-05-14,Kepler
2420,Kepler-23 c,Transit,2.70000,0.285,856.34,2014-05-14,Kepler
2443,Kepler-238 e,Transit,0.53400,0.500,1897.73,2014-05-14,Kepler
2444,Kepler-238 f,Transit,0.04200,0.178,1897.73,2014-05-14,Kepler
2447,Kepler-24 b,Transit,1.60000,0.214,1195.99,2014-05-14,Kepler
2448,Kepler-24 c,Transit,1.60000,0.250,1195.99,2014-05-14,Kepler
2476,Kepler-25 b,Transit,0.02750,0.245,244.96,2019-06-13,Kepler
2477,Kepler-25 c,Transit,0.04790,0.465,244.96,2019-06-13,Kepler
2478,Kepler-25 d,Radial Velocity,0.22600,,244.96,2019-06-13,W. M. Keck Observatory
2508,Kepler-26 b,Transit,0.01611,0.248,338.55,2016-04-07,Kepler
2509,Kepler-26 c,Transit,0.01951,0.243,338.55,2016-04-07,Kepler
2535,Kepler-27 b,Transit,9.11000,0.357,1075.10,2014-05-14,Kepler
2536,Kepler-27 c,Transit,13.80000,0.437,1075.10,2014-05-14,Kepler
2553,Kepler-276 c,Transit,0.05200,0.259,1181.73,2014-05-14,Kepler
2554,Kepler-276 d,Transit,0.05100,0.250,1181.73,2014-05-14,Kepler
2555,Kepler-277 b,Transit,0.27500,0.261,1004.88,2014-05-14,Kepler
2556,Kepler-277 c,Transit,0.20200,0.300,1004.88,2014-05-14,Kepler
2560,Kepler-279 c,Transit,0.15500,0.384,1069.20,2014-05-14,Kepler
2561,Kepler-279 d,Transit,0.11800,0.277,1069.20,2014-05-14,Kepler
2562,Kepler-28 b,Transit,1.51000,0.321,443.92,2014-05-14,Kepler
2563,Kepler-28 c,Transit,1.36000,0.303,443.92,2014-05-14,Kepler
2570,Kepler-282 d,Transit,0.19200,0.219,1390.97,2014-05-14,Kepler
2571,Kepler-282 e,Transit,0.17700,0.277,1390.97,2014-05-14,Kepler
2587,Kepler-289 b,Transit,0.02300,0.192,700.00,2014-11-19,Kepler
2588,Kepler-289 c,Transit,0.42000,1.034,700.00,2014-11-19,Kepler
2589,Kepler-289 d,Transit,0.01300,0.239,700.00,2014-11-19,Kepler
2590,Kepler-29 b,Transit,0.01419,0.299,851.90,2016-04-07,Kepler
2591,Kepler-29 c,Transit,0.01259,0.280,851.90,2016-04-07,Kepler
2622,Kepler-30 b,Transit,0.03600,0.348,938.33,2014-05-14,Kepler
2623,Kepler-30 c,Transit,2.01000,1.097,938.33,2014-05-14,Kepler
2624,Kepler-30 d,Transit,0.07300,0.785,938.33,2014-05-14,Kepler
2638,Kepler-305 b,Transit,0.03300,0.321,889.64,2014-05-14,Kepler
2639,Kepler-305 c,Transit,0.01900,0.294,889.64,2014-05-14,Kepler
2645,Kepler-307 b,Transit,0.02341,0.217,585.27,2016-04-07,Kepler
2646,Kepler-307 c,Transit,0.01145,0.196,585.27,2016-04-07,Kepler
2652,Kepler-31 c,Transit,4.70000,0.473,1747.58,2014-05-14,Kepler
2653,Kepler-31 d,Transit,6.80000,0.348,1747.58,2016-03-24,Kepler
2676,Kepler-32 b,Transit,4.10000,0.196,326.85,2016-03-24,Kepler
2677,Kepler-32 c,Transit,0.50000,0.178,326.85,2016-03-24,Kepler
2700,Kepler-328 b,Transit,0.09000,0.205,2354.42,2014-05-14,Kepler
2701,Kepler-328 c,Transit,0.12400,0.482,2354.42,2014-05-14,Kepler
2732,Kepler-338 e,Transit Timing Variations,0.02700,0.139,561.69,2014-05-28,Kepler
2736,Kepler-34 b,Transit,0.22000,0.764,1499.00,2014-05-14,Kepler
2761,Kepler-35 b,Transit,0.12700,0.728,1645.00,2014-05-14,Kepler
2763,Kepler-350 c,Transit,0.01900,0.277,983.79,2014-05-14,Kepler
2764,Kepler-350 d,Transit,0.04700,0.250,983.79,2014-05-14,Kepler
2787,Kepler-36 b,Transit,0.01400,0.133,470.00,2014-05-14,Kepler
2788,Kepler-36 c,Transit,0.02500,0.328,470.00,2014-05-14,Kepler
2810,Kepler-37 b,Transit,0.01000,0.030,64.04,2018-04-26,Kepler
2811,Kepler-37 c,Transit,0.03776,0.067,64.04,2016-10-27,Kepler
2812,Kepler-37 d,Transit,0.03839,0.173,64.04,2016-10-27,Kepler
2836,Kepler-38 b,Transit,0.38400,0.384,1215.78,2014-05-14,Kepler
2857,Kepler-39 b,Transit,20.10000,1.240,1090.44,2015-01-29,Kepler
2870,Kepler-396 b,Transit,0.23800,0.312,225.19,2014-05-14,Kepler
2871,Kepler-396 c,Transit,0.05600,0.473,225.19,2014-05-14,Kepler
2880,Kepler-4 b,Transit,0.07700,0.357,550.00,2014-05-14,Kepler
2881,Kepler-40 b,Transit,2.20000,1.170,2700.00,2014-05-14,Kepler
2898,Kepler-406 b,Transit,0.02000,0.128,367.86,2014-05-14,Kepler
2899,Kepler-406 c,Transit,0.00900,0.076,367.86,2014-05-14,Kepler
2900,Kepler-407 b,Transit,0.01007,0.095,341.69,2016-10-13,Kepler
2901,Kepler-407 c,Radial Velocity,12.60000,,341.69,2014-05-14,W. M. Keck Observatory
2902,Kepler-408 b,Transit,0.01573,0.073,89.01,2016-10-13,Kepler
2903,Kepler-409 b,Transit,0.06922,0.106,68.31,2016-10-13,Kepler
2904,Kepler-41 b,Transit,0.56000,1.290,1128.11,2015-01-29,Kepler
2906,Kepler-411 b,Transit,0.08055,0.214,153.59,2019-07-11,Kepler
2907,Kepler-411 c,Transit,0.08306,0.394,153.59,2019-07-25,Kepler
2908,Kepler-411 d,Transit,0.04782,0.296,153.59,2019-07-25,Kepler
2909,Kepler-411 e,Transit Timing Variations,0.03398,,153.59,2019-07-11,Kepler
2910,Kepler-412 b,Transit,0.94100,1.341,1121.32,2015-10-15,Kepler
2911,Kepler-413 b,Transit,0.21100,0.388,868.34,2014-05-14,Kepler
2912,Kepler-414 b,Transit Timing Variations,0.01100,0.153,418.44,2014-05-28,Kepler
2913,Kepler-414 c,Transit Timing Variations,0.09400,0.269,418.44,2014-05-28,Kepler
2914,Kepler-415 b,Transit Timing Variations,0.37700,0.108,538.39,2014-05-28,Kepler
2916,Kepler-416 b,Transit Timing Variations,0.18300,0.221,704.76,2014-05-28,Kepler
2918,Kepler-417 b,Transit Timing Variations,0.03500,0.206,999.47,2014-05-28,Kepler
2920,Kepler-418 b,Transit,1.10000,1.200,1031.92,2014-05-28,Kepler
2921,Kepler-419 b,Transit,2.50000,0.960,1041.31,2014-06-25,Kepler
2922,Kepler-419 c,Transit Timing Variations,7.30000,,1041.31,2014-06-25,Kepler
2927,Kepler-422 b,Transit,0.43000,1.150,738.20,2014-10-03,Kepler
2928,Kepler-423 b,Transit,0.59500,1.192,725.00,2015-01-22,Kepler
2929,Kepler-424 b,Transit,1.03000,0.890,712.87,2014-10-03,Kepler
2930,Kepler-424 c,Radial Velocity,6.97000,,712.87,2014-10-03,McDonald Observatory
2931,Kepler-425 b,Transit,0.25000,0.978,650.00,2014-10-03,Kepler
2932,Kepler-426 b,Transit,0.34000,1.090,880.00,2014-10-03,Kepler
2933,Kepler-427 b,Transit,0.29000,1.230,1100.00,2014-10-03,Kepler
2934,Kepler-428 b,Transit,1.27000,1.080,720.00,2014-10-03,Kepler
2935,Kepler-43 b,Transit,3.23000,1.219,1035.90,2015-10-15,Kepler
2941,Kepler-432 b,Transit,5.41000,1.145,870.00,2015-04-30,Kepler
2942,Kepler-432 c,Radial Velocity,2.43000,,870.00,2015-04-30,Fred Lawrence Whipple Observatory
2943,Kepler-433 b,Transit,2.82000,1.450,1870.00,2015-01-14,Kepler
2944,Kepler-434 b,Transit,2.86000,1.130,1240.00,2015-01-14,Kepler
2945,Kepler-435 b,Transit,0.84000,1.990,2070.00,2015-01-14,Kepler
2951,Kepler-44 b,Transit,1.00000,1.090,1229.15,2015-01-29,Kepler
2967,Kepler-447 b,Transit,1.37000,1.650,270.12,2015-02-19,Kepler
2970,Kepler-45 b,Transit,0.50500,0.960,333.00,2014-05-14,Kepler
2975,Kepler-453 b,Transit,0.05034,0.553,448.58,2018-03-15,Kepler
2976,Kepler-454 b,Transit,0.02000,0.210,232.41,2018-12-06,Kepler
2977,Kepler-454 c,Radial Velocity,4.46000,,232.41,2015-12-03,Multiple Facilities
2979,Kepler-46 b,Transit,6.00000,0.808,794.54,2014-05-14,Kepler
2980,Kepler-46 c,Transit Timing Variations,0.37600,,794.54,2014-05-14,Kepler
2992,Kepler-47 b,Transit,0.00651,0.272,1055.33,2019-04-25,Kepler
2993,Kepler-47 c,Transit,0.00997,0.415,1055.33,2019-04-25,Kepler
2994,Kepler-47 d,Transit,0.05984,0.628,1055.33,2019-04-25,Kepler
3005,Kepler-48 b,Transit,0.01240,0.168,309.47,2016-10-27,Kepler
3006,Kepler-48 c,Transit,0.04597,0.242,309.47,2016-10-27,Kepler
3007,Kepler-48 d,Transit,0.02500,0.182,309.47,2014-05-14,Kepler
3008,Kepler-48 e,Radial Velocity,2.06700,,309.47,2014-05-14,W. M. Keck Observatory
3020,Kepler-49 b,Transit,0.98000,0.243,314.02,2014-05-14,Kepler
3021,Kepler-49 c,Transit,0.72000,0.227,314.02,2014-05-14,Kepler
3034,Kepler-5 b,Transit,2.11100,1.426,923.41,2015-10-15,Kepler
3046,Kepler-51 b,Transit,0.00700,0.633,801.76,2014-05-14,Kepler
3047,Kepler-51 c,Transit,0.01300,0.803,801.76,2014-05-14,Kepler
3048,Kepler-51 d,Transit,0.02400,0.865,801.76,2014-05-14,Kepler
3059,Kepler-52 b,Transit,8.70000,0.187,324.54,2014-05-14,Kepler
3060,Kepler-52 c,Transit,10.41000,0.164,324.54,2014-05-14,Kepler
3075,Kepler-53 b,Transit,18.41000,0.258,1420.10,2014-05-14,Kepler
3076,Kepler-53 c,Transit,15.74000,0.283,1420.10,2014-05-14,Kepler
3086,Kepler-538 b,Transit,0.03335,0.198,156.66,2019-09-26,Kepler
3087,Kepler-539 b,Transit,0.97000,0.747,310.01,2016-05-10,Kepler
3088,Kepler-539 c,Transit Timing Variations,2.40000,,310.01,2016-05-10,Kepler
3089,Kepler-54 b,Transit,0.92000,0.187,273.80,2014-05-14,Kepler
3090,Kepler-54 c,Transit,0.37000,0.110,273.80,2014-05-14,Kepler
3103,Kepler-55 b,Transit,1.49000,0.217,588.47,2014-05-14,Kepler
3104,Kepler-55 c,Transit,1.11000,0.197,588.47,2014-05-14,Kepler
3119,Kepler-56 b,Transit,0.07000,0.581,936.96,2014-05-14,Kepler
3120,Kepler-56 c,Transit,0.57000,0.874,936.96,2014-05-14,Kepler
3121,Kepler-56 d,Radial Velocity,5.61000,,936.96,2016-10-13,Multiple Observatories
3133,Kepler-57 b,Transit,18.86000,0.195,656.23,2014-05-14,Kepler
3134,Kepler-57 c,Transit,6.95000,0.138,656.23,2014-05-14,Kepler
3145,Kepler-58 b,Transit,1.39000,0.248,996.32,2014-05-14,Kepler
3146,Kepler-58 c,Transit,2.19000,0.255,996.32,2014-05-14,Kepler
3158,Kepler-59 b,Transit,2.05000,0.098,1203.57,2014-05-14,Kepler
3159,Kepler-59 c,Transit,1.37000,0.177,1203.57,2014-05-14,Kepler
3170,Kepler-6 b,Transit,0.66800,1.304,597.14,2015-10-15,Kepler
3171,Kepler-60 b,Transit,0.01318,0.153,1056.17,2016-04-07,Kepler
3172,Kepler-60 c,Transit,0.01211,0.170,1056.17,2016-04-07,Kepler
3173,Kepler-60 d,Transit,0.01309,0.178,1056.17,2016-04-07,Kepler
3201,Kepler-62 b,Transit,0.03000,0.117,368.00,2014-05-14,Kepler
3202,Kepler-62 c,Transit,0.01300,0.048,368.00,2014-05-14,Kepler
3203,Kepler-62 d,Transit,0.04400,0.174,368.00,2014-05-14,Kepler
3204,Kepler-62 e,Transit,0.11300,0.144,368.00,2014-05-14,Kepler
3205,Kepler-62 f,Transit,0.11000,0.126,368.00,2014-05-14,Kepler
3217,Kepler-63 b,Transit,0.37800,0.545,200.00,2014-05-14,Kepler
3241,Kepler-65 e,Radial Velocity,0.82000,,306.39,2019-06-13,W. M. Keck Observatory
3275,Kepler-68 b,Transit,0.02407,,144.77,2019-06-27,Kepler
3276,Kepler-68 c,Transit,0.00642,,144.77,2019-06-27,Kepler
3277,Kepler-68 d,Radial Velocity,0.77000,,144.77,2019-06-13,W. M. Keck Observatory
3300,Kepler-7 b,Transit,0.44100,1.622,947.46,2015-10-15,Kepler
3345,Kepler-74 b,Transit,0.63000,0.960,1218.33,2015-01-29,Kepler
3356,Kepler-75 b,Transit,10.10000,1.050,855.50,2015-01-29,Kepler
3372,Kepler-76 b,Orbital Brightness Modulation,2.01000,1.360,842.87,2015-10-15,Kepler
3385,Kepler-77 b,Transit,0.43000,0.960,570.00,2014-05-14,Kepler
3398,Kepler-78 b,Transit,0.01000,0.100,124.82,2018-12-06,Kepler
3409,Kepler-79 b,Transit,0.03430,0.310,1051.43,2016-03-10,Kepler
3410,Kepler-79 c,Transit,0.01900,0.332,1051.43,2016-03-10,Kepler
3411,Kepler-79 d,Transit,0.01900,0.639,1051.43,2016-03-10,Kepler
